986,926,1922
297,461,768
45,135,190
672,870,1552
174,552,736
936,136,1082
604,257,871
55,478,543
481,252,743
597,641,1248
700,376,1086
54,232,296
974,537,1521
973,180,1163
333,270,613
711,729,1450
487,372,869
818,453,1281
635,217,862
444,560,1014
678,48,736
159,382,551
892,786,1688
583,433,1026
686,667,1363
234,637,881
775,181,966
108,536,654
579,835,1424
638,119,767
480,958,1448
274,520,804
2,496,508
268,987,1265
95,600,705
464,331,805
783,466,1259
914,26,950
710,797,1517
965,724,1699
551,983,1544
49,681,740
288,255,553
192,782,984
237,640,887
586,639,1235
32,693,735
395,782,1187
940,809,1759
42,43,95
368,993,1371
43,423,476
711,845,1566
870,951,1831
14,354,378
812,300,1122
627,388,1025
636,383,1029
122,124,256
676,341,1027
839,799,1648
792,840,1642
691,491,1192
185,153,348
572,710,1292
228,341,579
920,118,1048
681,773,1464
180,884,1074
820,823,1653
61,534,605
15,911,936
757,302,1069
534,972,1516
376,807,1193
778,669,1457
673,702,1385
113,886,1009
529,62,601
918,203,1131
588,675,1273
805,734,1549
530,331,871
14,375,399
820,737,1567
5,824,839
245,217,472
232,992,1234
623,568,1201
560,162,732
353,773,1136
917,821,1748
763,942,1715
96,666,772
596,834,1440
317,209,536
828,246,1084
567,920,1497
248,138,396
378,835,1223
343,137,490
233,352,595
999,449,1458
276,583,869
272,723,1005
834,325,1169
849,565,1424
183,680,873
223,901,1134
390,369,769
768,334,1112
972,959,1941
788,470,1268
761,579,1350
367,382,759
25,995,1030
99,690,799
315,928,1253
848,650,1508
474,808,1292
942,634,1586
870,421,1301
792,652,1454
421,347,778
227,196,433
799,266,1075
206,137,353
920,491,1421
913,373,1296
928,390,1328
839,869,1718
726,145,881
545,901,1456
653,606,1269
969,392,1371
238,400,648
425,512,947
260,943,1213
171,907,1088
513,899,1422
981,703,1694
640,659,1309
381,250,641
97,343,450
232,367,609
905,370,1285
630,892,1532
696,45,751
787,932,1729
380,455,845
775,420,1205
194,604,808
229,914,1153
805,599,1414
331,78,419
382,48,440
785,375,1170
710,280,1000
60,117,187
14,981,1005
177,346,533
727,140,877
873,402,1285
34,169,213
112,454,576
874,319,1203
673,789,1472
903,814,1727
825,167,1002
578,555,1143
804,963,1777
851,285,1146
532,349,891
922,946,1878
345,547,902
784,442,1236
973,753,1736
779,341,1130
594,353,957
212,841,1063
93,697,800
202,77,289
924,930,1864
828,188,1026
729,709,1448
397,695,1102
301,551,862
43,252,305
539,495,1044
238,627,875
965,268,1243
213,473,696
995,289,1294
783,751,1544
521,696,1227
999,437,1446
973,642,1625
140,468,618
75,152,237
436,368,814
534,363,907
16,842,868
941,608,1559
170,464,644
547,909,1466
782,439,1231
593,577,1180
184,57,251
772,596,1378
915,635,1560
94,535,639
387,232,629
243,466,719
605,756,1371
446,554,1010
103,906,1019
949,96,1055
639,55,704
535,782,1327
708,615,1333
20,730,760
581,149,740
623,571,1204
484,529,1023
49,255,314
550,481,1041
327,805,1142
141,176,327
240,980,1230
345,296,651
7,679,696
610,271,891
870,703,1583
472,144,626
937,440,1387
14,137,161
592,395,997
298,795,1103
38,383,431
442,742,1194
863,129,1002
544,683,1237
523,853,1386
933,225,1168
516,227,753
840,688,1538
157,549,716
681,729,1420
632,152,794
594,555,1159
842,670,1522
67,707,784
771,614,1395
290,749,1049
66,114,190
416,905,1331
424,648,1082
711,464,1185
924,843,1777
780,665,1455
419,126,555
748,107,865
402,159,571
768,626,1404
363,224,597
584,392,986
186,771,967
626,18,654
789,146,945
38,39,87
943,786,1739
232,876,1118
299,44,353
53,176,239
399,852,1261
262,597,869
711,223,944
54,468,532
982,490,1482
813,211,1034
118,394,522
16,91,117
853,955,1818
377,876,1263
194,237,441
471,460,941
320,794,1124
309,446,765
817,816,1643
955,737,1702
699,200,909
36,681,727
674,669,1353
563,217,790
990,860,1860
141,489,640
488,783,1281
738,413,1161
993,940,1943
452,455,917
898,488,1396
823,7,840
532,663,1205
158,330,498
865,265,1140
829,142,981
589,823,1422
178,135,323
604,879,1493
95,674,779
856,990,1856
826,305,1141
212,659,881
588,532,1130
815,114,939
15,637,662
310,702,1022
386,825,1221
865,636,1511
43,75,128
817,813,1640
545,118,673
494,709,1213
193,800,1003
351,236,597
14,83,107
428,474,912
302,538,850
60,233,303
267,629,906
284,322,616
980,11,1001
978,955,1943
348,774,1132
619,796,1425
52,959,1021
294,509,813
436,220,666
579,407,996
164,113,287
159,720,889
191,9,210
638,634,1282
65,959,1034
64,38,112
579,45,634
306,556,872
229,952,1191
664,226,900
471,932,1413
516,163,689
464,205,679
407,78,495
247,456,713
577,599,1186
585,603,1198
269,913,1192
680,314,1004
530,144,684
98,963,1071
219,510,739
458,891,1359
705,830,1545
222,804,1036
555,679,1244
776,211,997
174,154,338
727,905,1642
673,798,1481
236,489,735
482,459,951
299,361,670
564,449,1023
474,921,1405
197,682,889
464,906,1380
60,350,420
323,955,1288
367,868,1245
52,894,956
349,840,1199
160,556,726
391,104,505
614,54,678
11,985,1006
981,798,1789
81,233,324
395,172,577
119,294,423
167,318,495
107,972,1089
436,255,701
474,780,1264
983,161,1154
137,199,346
743,869,1622
300,582,892
28,51,89
669,152,831
550,6,566
867,403,1280
604,797,1411
27,308,345
192,33,235
87,588,685
967,885,1862
875,507,1392
577,52,639
595,792,1397
870,149,1029
930,12,952
634,226,870
150,224,384
764,545,1319
112,41,163
93,631,734
580,803,1393
736,609,1355
215,954,1179
628,38,676
173,984,1167
380,188,578
859,213,1082
342,167,519
221,317,548
784,445,1239
30,559,599
528,237,775
481,916,1407
160,684,854
919,952,1881
458,758,1226
11,466,487
805,905,1720
126,148,284
548,829,1387
695,473,1178
969,653,1632
383,266,659
618,65,693
841,776,1627
637,767,1414
235,558,803
680,434,1124
919,88,1017
931,249,1190
113,223,346
928,263,1201
11,351,372
977,975,1962
579,19,608
450,889,1349
985,439,1434
26,599,635
883,567,1460
920,873,1803
945,42,997
82,515,607
826,382,1218
2,22,34
385,178,573
75,483,568
307,551,868
313,268,591
317,741,1068
381,556,947
188,93,291
280,903,1193
126,993,1129
979,820,1809
609,764,1383
892,456,1358
75,913,998
786,489,1285
310,98,418
448,373,831
588,182,780
351,9,370
871,935,1816
816,697,1523
142,804,956
973,964,1947
652,823,1485
870,377,1257
470,211,691
134,759,903
458,944,1412
600,136,746
436,407,853
297,374,681
590,342,942
702,211,923
812,515,1337
996,566,1572
344,809,1163
252,51,313
801,578,1389
582,566,1158
634,358,1002
653,701,1364
192,880,1082
705,514,1229
944,207,1161
876,580,1466
389,49,448
795,359,1164
92,760,862
819,915,1744
487,992,1489
333,485,828
887,112,1009
555,48,613
382,179,571
235,628,873
649,691,1350
451,915,1376
264,528,802
776,992,1778
612,382,1004
402,614,1026
906,656,1572
184,640,834
995,131,1136
968,119,1097
822,115,947
57,377,444
165,399,574
348,222,580
916,817,1743
317,637,964
64,507,581
716,812,1538
10,515,535
522,117,649
82,46,138
728,574,1312
881,156,1047
980,750,1740
270,940,1220
655,167,832
587,742,1339
802,696,1508
749,453,1212
640,317,967
307,781,1098
462,683,1155
709,962,1681
916,432,1358
995,272,1277
75,540,625
934,287,1231
182,859,1051
745,940,1695
19,137,166
937,972,1919
433,313,756
596,134,740
226,637,873
651,76,737
689,724,1423
625,667,1302
210,634,854
409,708,1127
469,405,884
466,14,490
501,688,1199
874,594,1478
656,351,1017
115,20,145
447,974,1431
192,768,970
27,346,383
728,615,1353
853,249,1112
712,289,1011
2,177,189
820,822,1652
949,239,1198
381,814,1205
268,250,528
468,586,1064
937,968,1915
553,512,1075
711,834,1555
563,309,882
664,824,1498
977,56,1043
572,354,936
649,281,940
713,353,1076
948,216,1174
313,706,1029
655,71,736
26,726,762
696,26,732
481,660,1151
252,792,1054
728,773,1511
591,763,1364
459,415,884
51,623,684
952,343,1305
715,488,1213
951,965,1926
893,672,1575
317,909,1236
319,11,340
681,655,1346
611,96,717
305,603,918
644,701,1355
730,926,1666
27,396,433
812,946,1768
962,913,1885
49,162,221
752,471,1233
176,608,794
28,868,906
928,121,1059
41,43,94
249,33,292
39,183,232
673,772,1455
501,449,960
176,831,1017
448,830,1288
835,94,939
505,746,1261
228,67,305
708,631,1349
471,371,852
857,413,1280
613,122,745
270,742,1022
419,157,586
828,479,1317
192,626,828
956,257,1223
109,175,294
715,242,967
212,840,1062
220,26,256
777,634,1421
642,967,1619
763,428,1201
635,412,1057
425,476,911
862,951,1823
398,444,852
354,245,609
116,667,793
821,360,1191
528,887,1425
754,512,1276
728,915,1653
534,333,877
372,695,1077
389,247,646
67,373,450
12,106,128
60,879,949
941,659,1610
196,206,412
797,979,1786
362,619,991
137,672,819
402,530,942
79,31,120
851,494,1355
90,35,135
610,196,816
50,401,461
653,411,1074
474,265,749
950,860,1820
492,934,1436
389,834,1233
121,280,411
400,179,589
843,474,1327
738,729,1477
684,486,1180
456,625,1091
584,4,598
